product_handle,brand_handle,variant_handle,barcode,backup_barcodes,images,thumbnail,is_active
paprika-powder,trs,400g,GEN_trs-paprika-powder_400g,GEN_trs-paprika-powder_400g;ALT_trs-paprika-powder_400g,trs_paprika-powder.png,trs_paprika-powder.png,true
paprika-powder,trs,5kg,GEN_trs-paprika-powder_5kg,GEN_trs-paprika-powder_5kg;ALT_trs-paprika-powder_5kg,trs_paprika-powder.png,trs_paprika-powder.png,true
popcorn,trs,2kg,GEN_trs-popcorn_2kg,GEN_trs-popcorn_2kg;ALT_trs-popcorn_2kg,trs_popcorn.png,trs_popcorn.png,true
popcorn,trs,500g,GEN_trs-popcorn_500g,GEN_trs-popcorn_500g;ALT_trs-popcorn_500g,trs_popcorn.png,trs_popcorn.png,true
puffed-lotus-seeds-makhana,trs,100g,GEN_trs-puffed-lotus-seeds-makhana_100g,GEN_trs-puffed-lotus-seeds-makhana_100g;ALT_trs-puffed-lotus-seeds-makhana_100g,trs-puffed-lotus-seeds-makhana.jpg,trs-puffed-lotus-seeds-makhana.jpg,true
pure-gram-flour,trs,1kg,GEN_trs-pure-gram-flour_1kg,GEN_trs-pure-gram-flour_1kg;ALT_trs-pure-gram-flour_1kg,trs_pure-gram-flour.jpg,trs_pure-gram-flour.jpg,true
pure-gram-flour,trs,20kg,GEN_trs-pure-gram-flour_20kg,GEN_trs-pure-gram-flour_20kg;ALT_trs-pure-gram-flour_20kg,trs_pure-gram-flour.jpg,trs_pure-gram-flour.jpg,true
pure-gram-flour,trs,2kg,GEN_trs-pure-gram-flour_2kg,GEN_trs-pure-gram-flour_2kg;ALT_trs-pure-gram-flour_2kg,trs_pure-gram-flour.jpg,trs_pure-gram-flour.jpg,true
red-adzuki-beans-red-cow-peas,trs,500g,GEN_trs-red-adzuki-beans-red-cow-peas_500g,GEN_trs-red-adzuki-beans-red-cow-peas_500g;ALT_trs-red-adzuki-beans-red-cow-peas_500g,trs_red-adzuki-beans-red-cow-peas.png,trs_red-adzuki-beans-red-cow-peas.png,true
red-adzuki-beans-red-cow-peas,trs,2kg,GEN_trs-red-adzuki-beans-red-cow-peas_2kg,GEN_trs-red-adzuki-beans-red-cow-peas_2kg;ALT_trs-red-adzuki-beans-red-cow-peas_2kg,trs_red-adzuki-beans-red-cow-peas.png,trs_red-adzuki-beans-red-cow-peas.png,true
red-kidney-beans,trs,1kg,GEN_trs-red-kidney-beans_1kg,GEN_trs-red-kidney-beans_1kg;ALT_trs-red-kidney-beans_1kg,trs_red-kidney-beans.png,trs_red-kidney-beans.png,true
red-kidney-beans,trs,2kg,GEN_trs-red-kidney-beans_2kg,GEN_trs-red-kidney-beans_2kg;ALT_trs-red-kidney-beans_2kg,trs_red-kidney-beans.png,trs_red-kidney-beans.png,true
red-kidney-beans,trs,500g,GEN_trs-red-kidney-beans_500g,GEN_trs-red-kidney-beans_500g;ALT_trs-red-kidney-beans_500g,trs_red-kidney-beans.png,trs_red-kidney-beans.png,true
red-kidney-beans,trs,5kg,GEN_trs-red-kidney-beans_5kg,GEN_trs-red-kidney-beans_5kg;ALT_trs-red-kidney-beans_5kg,trs_red-kidney-beans.png,trs_red-kidney-beans.png,true
red-kidney-beans,trs,400g,GEN_trs-red-kidney-beans_400g,GEN_trs-red-kidney-beans_400g;ALT_trs-red-kidney-beans_400g,trs_red-kidney-beans.png,trs_red-kidney-beans.png,true
red-split-lentils,trs,2kg,GEN_trs-red-split-lentils_2kg,GEN_trs-red-split-lentils_2kg;ALT_trs-red-split-lentils_2kg,trs_red-split-lentils.png,trs_red-split-lentils.png,true
red-split-lentils,trs,500g,GEN_trs-red-split-lentils_500g,GEN_trs-red-split-lentils_500g;ALT_trs-red-split-lentils_500g,trs_red-split-lentils.png,trs_red-split-lentils.png,true
red-split-lentils,trs,1kg,GEN_trs-red-split-lentils_1kg,GEN_trs-red-split-lentils_1kg;ALT_trs-red-split-lentils_1kg,trs_red-split-lentils.png,trs_red-split-lentils.png,true
red-split-lentils,trs,5kg,GEN_trs-red-split-lentils_5kg,GEN_trs-red-split-lentils_5kg;ALT_trs-red-split-lentils_5kg,trs_red-split-lentils.png,trs_red-split-lentils.png,true
rosecoco-beans,trs,25kg,GEN_trs-rosecoco-beans_25kg,GEN_trs-rosecoco-beans_25kg;ALT_trs-rosecoco-beans_25kg,trs_rosecoco-beans.png,trs_rosecoco-beans.png,true
rosecoco-beans,trs,2kg,GEN_trs-rosecoco-beans_2kg,GEN_trs-rosecoco-beans_2kg;ALT_trs-rosecoco-beans_2kg,trs_rosecoco-beans.png,trs_rosecoco-beans.png,true
rosecoco-beans,trs,500g,GEN_trs-rosecoco-beans_500g,GEN_trs-rosecoco-beans_500g;ALT_trs-rosecoco-beans_500g,trs_rosecoco-beans.png,trs_rosecoco-beans.png,true
sarson-ka-saag-spiced-mustard-greens-curry,trs,850g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_850g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_850g;ALT_trs-sarson-ka-saag-spiced-mustard-greens-curry_850g,trs_sarson-ka-saag-spiced-mustard-greens-curry.png,trs_sarson-ka-saag-spiced-mustard-greens-curry.png,true
sarson-ka-saag-spiced-mustard-greens-curry,trs,450g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_450g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_450g;ALT_trs-sarson-ka-saag-spiced-mustard-greens-curry_450g,trs_sarson-ka-saag-spiced-mustard-greens-curry.png,trs_sarson-ka-saag-spiced-mustard-greens-curry.png,true
tapioca-pearls,trs,1-5kg,GEN_trs-tapioca-pearls_1.5kg,GEN_trs-tapioca-pearls_1.5kg;ALT_trs-tapioca-pearls_1.5kg,trs_tapioca-pearls.png,trs_tapioca-pearls.png,true
tapioca-pearls,trs,500g,GEN_trs-tapioca-pearls_500g,GEN_trs-tapioca-pearls_500g;ALT_trs-tapioca-pearls_500g,trs_tapioca-pearls.png,trs_tapioca-pearls.png,true
toor-dal,trs,500g,GEN_trs-toor-dal_500g,GEN_trs-toor-dal_500g;ALT_trs-toor-dal_500g,trs_toor-dal.png,trs_toor-dal.png,true
toor-dal,trs,1kg,GEN_trs-toor-dal_1kg,GEN_trs-toor-dal_1kg;ALT_trs-toor-dal_1kg,trs_toor-dal.png,trs_toor-dal.png,true
toor-dal,trs,25kg,GEN_trs-toor-dal_25kg,GEN_trs-toor-dal_25kg;ALT_trs-toor-dal_25kg,trs_toor-dal.png,trs_toor-dal.png,true
toor-dal,trs,2kg,GEN_trs-toor-dal_2kg,GEN_trs-toor-dal_2kg;ALT_trs-toor-dal_2kg,trs_toor-dal.png,trs_toor-dal.png,true
tumeric-powder,trs,100g,GEN_trs-tumeric-powder_100g,GEN_trs-tumeric-powder_100g;ALT_trs-tumeric-powder_100g,trs_tumeric-powder.png,trs_tumeric-powder.png,true
tumeric-powder,trs,400g,GEN_trs-tumeric-powder_400g,GEN_trs-tumeric-powder_400g;ALT_trs-tumeric-powder_400g,trs_tumeric-powder.png,trs_tumeric-powder.png,true
tumeric-powder,trs,1kg,GEN_trs-tumeric-powder_1kg,GEN_trs-tumeric-powder_1kg;ALT_trs-tumeric-powder_1kg,trs_tumeric-powder.png,trs_tumeric-powder.png,true
tumeric-powder,trs,5kg,GEN_trs-tumeric-powder_5kg,GEN_trs-tumeric-powder_5kg;ALT_trs-tumeric-powder_5kg,trs_tumeric-powder.png,trs_tumeric-powder.png,true
urid-beans,trs,500g,GEN_trs-urid-beans_500g,GEN_trs-urid-beans_500g;ALT_trs-urid-beans_500g,trs_urid-beans.png,trs_urid-beans.png,true
urid-beans,trs,1kg,GEN_trs-urid-beans_1kg,GEN_trs-urid-beans_1kg;ALT_trs-urid-beans_1kg,trs_urid-beans.png,trs_urid-beans.png,true
urid-beans,trs,2kg,GEN_trs-urid-beans_2kg,GEN_trs-urid-beans_2kg;ALT_trs-urid-beans_2kg,trs_urid-beans.png,trs_urid-beans.png,true
urid-beans,trs,5kg,GEN_trs-urid-beans_5kg,GEN_trs-urid-beans_5kg;ALT_trs-urid-beans_5kg,trs_urid-beans.png,trs_urid-beans.png,true
urid-beans,trs,25kg,GEN_trs-urid-beans_25kg,GEN_trs-urid-beans_25kg;ALT_trs-urid-beans_25kg,trs_urid-beans.png,trs_urid-beans.png,true
urid-dal,trs,500g,GEN_trs-urid-dal_500g,GEN_trs-urid-dal_500g;ALT_trs-urid-dal_500g,trs_urid-dal.png,trs_urid-dal.png,true
urid-dal,trs,1kg,GEN_trs-urid-dal_1kg,GEN_trs-urid-dal_1kg;ALT_trs-urid-dal_1kg,trs_urid-dal.png,trs_urid-dal.png,true
urid-dal,trs,2kg,GEN_trs-urid-dal_2kg,GEN_trs-urid-dal_2kg;ALT_trs-urid-dal_2kg,trs_urid-dal.png,trs_urid-dal.png,true
urid-dal,trs,5kg,GEN_trs-urid-dal_5kg,GEN_trs-urid-dal_5kg;ALT_trs-urid-dal_5kg,trs_urid-dal.png,trs_urid-dal.png,true
urid-dal-chilka,trs,500g,GEN_trs-urid-dal-chilka_500g,GEN_trs-urid-dal-chilka_500g;ALT_trs-urid-dal-chilka_500g,trs_urid-dal-chilka.png,trs_urid-dal-chilka.png,true
urid-dal-chilka,trs,1kg,GEN_trs-urid-dal-chilka_1kg,GEN_trs-urid-dal-chilka_1kg;ALT_trs-urid-dal-chilka_1kg,trs_urid-dal-chilka.png,trs_urid-dal-chilka.png,true
urid-dal-chilka,trs,2kg,GEN_trs-urid-dal-chilka_2kg,GEN_trs-urid-dal-chilka_2kg;ALT_trs-urid-dal-chilka_2kg,trs_urid-dal-chilka.png,trs_urid-dal-chilka.png,true
urid-whole-gota,trs,500g,GEN_trs-urid-whole-gota_500g,GEN_trs-urid-whole-gota_500g;ALT_trs-urid-whole-gota_500g,trs_urid-whole-gota.png,trs_urid-whole-gota.png,true
urid-whole-gota,trs,1kg,GEN_trs-urid-whole-gota_1kg,GEN_trs-urid-whole-gota_1kg;ALT_trs-urid-whole-gota_1kg,trs_urid-whole-gota.png,trs_urid-whole-gota.png,true
urid-whole-gota,trs,2kg,GEN_trs-urid-whole-gota_2kg,GEN_trs-urid-whole-gota_2kg;ALT_trs-urid-whole-gota_2kg,trs_urid-whole-gota.png,trs_urid-whole-gota.png,true
urid-whole-gota,trs,5kg,GEN_trs-urid-whole-gota_5kg,GEN_trs-urid-whole-gota_5kg;ALT_trs-urid-whole-gota_5kg,trs_urid-whole-gota.png,trs_urid-whole-gota.png,true
white-maize-meal,trs,1-5kg,GEN_trs-white-maize-meal_1.5kg,GEN_trs-white-maize-meal_1.5kg;ALT_trs-white-maize-meal_1.5kg,trs_white-maize-meal.png,trs_white-maize-meal.png,true
white-maize-meal,trs,5kg,GEN_trs-white-maize-meal_5kg,GEN_trs-white-maize-meal_5kg;ALT_trs-white-maize-meal_5kg,trs_white-maize-meal.png,trs_white-maize-meal.png,true
white-maize-meal,trs,500g,GEN_trs-white-maize-meal_500g,GEN_trs-white-maize-meal_500g;ALT_trs-white-maize-meal_500g,trs_white-maize-meal.png,trs_white-maize-meal.png,true
whole-cinnamon-dalchini,trs,1-5kg,GEN_trs-whole-cinnamon-dalchini_1.5kg,GEN_trs-whole-cinnamon-dalchini_1.5kg;ALT_trs-whole-cinnamon-dalchini_1.5kg,trs_whole-cinnamon-dalchini.png,trs_whole-cinnamon-dalchini.png,true
whole-cinnamon-dalchini,trs,200g,GEN_trs-whole-cinnamon-dalchini_200g,GEN_trs-whole-cinnamon-dalchini_200g;ALT_trs-whole-cinnamon-dalchini_200g,trs_whole-cinnamon-dalchini.png,trs_whole-cinnamon-dalchini.png,true
whole-cinnamon-dalchini,trs,50g,GEN_trs-whole-cinnamon-dalchini_50g,GEN_trs-whole-cinnamon-dalchini_50g;ALT_trs-whole-cinnamon-dalchini_50g,trs_whole-cinnamon-dalchini.png,trs_whole-cinnamon-dalchini.png,true
whole-cinnamon-dalchini,trs,400g,GEN_trs-whole-cinnamon-dalchini_400g,GEN_trs-whole-cinnamon-dalchini_400g;ALT_trs-whole-cinnamon-dalchini_400g,trs_whole-cinnamon-dalchini.png,trs_whole-cinnamon-dalchini.png,true
yellow-peas,trs,500g,GEN_trs-yellow-peas_500g,GEN_trs-yellow-peas_500g;ALT_trs-yellow-peas_500g,trs_yellow-peas.png,trs_yellow-peas.png,true
yellow-peas,trs,2kg,GEN_trs-yellow-peas_2kg,GEN_trs-yellow-peas_2kg;ALT_trs-yellow-peas_2kg,trs_yellow-peas.png,trs_yellow-peas.png,true
yellow-split-peas,trs,2kg,GEN_trs-yellow-split-peas_2kg,GEN_trs-yellow-split-peas_2kg;ALT_trs-yellow-split-peas_2kg,trs_yellow-split-peas.png,trs_yellow-split-peas.png,true
yellow-split-peas,trs,500g,GEN_trs-yellow-split-peas_500g,GEN_trs-yellow-split-peas_500g;ALT_trs-yellow-split-peas_500g,trs_yellow-split-peas.png,trs_yellow-split-peas.png,true
chilli-powder-hot,trs,200g,GEN_trs-chilli-powder-hot_200g,GEN_trs-chilli-powder-hot_200g;ALT_trs-chilli-powder-hot_200g,trs-chilli-powder-hot.jpg,trs-chilli-powder-hot.jpg,true
coconut-milk,trs,400ml,GEN_trs-coconut-milk_400ml,GEN_trs-coconut-milk_400ml;ALT_trs-coconut-milk_400ml,trs-coconut-milk.jpg,trs-coconut-milk.jpg,true
dark-red-kidney-beans,trs,1kg,GEN_trs-dark-red-kidney-beans_1kg,GEN_trs-dark-red-kidney-beans_1kg;ALT_trs-dark-red-kidney-beans_1kg,trs-dark-red-kidney-beans.png,trs-dark-red-kidney-beans.png,true
garlic-paste,trs,300g,GEN_trs-garlic-paste_300g,GEN_trs-garlic-paste_300g;ALT_trs-garlic-paste_300g,trs-garlic-paste.jpg,trs-garlic-paste.jpg,true
ginger-garlic-paste,trs,1kg,GEN_trs-ginger-garlic-paste_1kg,GEN_trs-ginger-garlic-paste_1kg;ALT_trs-ginger-garlic-paste_1kg,trs_ginger-garlic-paste.jpg,trs_ginger-garlic-paste.jpg,true
ginger-garlic-paste,trs,300g,GEN_trs-ginger-garlic-paste_300g,GEN_trs-ginger-garlic-paste_300g;ALT_trs-ginger-garlic-paste_300g,trs_ginger-garlic-paste.jpg,trs_ginger-garlic-paste.jpg,true
kala-chana,trs,1kg,GEN_trs-kala-chana_1kg,GEN_trs-kala-chana_1kg;ALT_trs-kala-chana_1kg,trs-kala-chana.png,trs-kala-chana.png,true
kashmiri-chilli-powder,trs,200g,GEN_trs-kashmiri-chilli-powder_200g,GEN_trs-kashmiri-chilli-powder_200g;ALT_trs-kashmiri-chilli-powder_200g,trs-kashmiri-chilli-powder.jpg,trs-kashmiri-chilli-powder.jpg,true
kewra-water,trs,190ml,GEN_trs-kewra-water_190ml,GEN_trs-kewra-water_190ml;ALT_trs-kewra-water_190ml,trs-kewra-water.jpg,trs-kewra-water.jpg,true
mixed-panchratna-dal,trs,1kg,GEN_trs-mixed-panchratna-dal_1kg,GEN_trs-mixed-panchratna-dal_1kg;ALT_trs-mixed-panchratna-dal_1kg,trs_panchratna-dal.jpg,trs_panchratna-dal.jpg,true
moong-whole-green,trs,1kg,GEN_trs-moong-whole-green_1kg,GEN_trs-moong-whole-green_1kg;ALT_trs-moong-whole-green_1kg,trs-moong-whole-green.png,trs-moong-whole-green.png,true
mukhwas-mouth-freshener,trs,200g,GEN_trs-mukhwas_200g,GEN_trs-mukhwas_200g;ALT_trs-mukhwas_200g,trs_mukhwas.jpg,trs_mukhwas.jpg,true
mustard-oil,trs,1l,GEN_trs-mustard-oil_1l,GEN_trs-mustard-oil_1l;ALT_trs-mustard-oil_1l,trs-mustard-oil.jpg,trs-mustard-oil.jpg,true
pure-ghee,trs,500g,GEN_trs-pure-ghee_500g,GEN_trs-pure-ghee_500g;ALT_trs-pure-ghee_500g,trs_pure-ghee.jpg,trs_pure-ghee.jpg,true
pure-ghee,trs,1kg,GEN_trs-pure-ghee_1kg,GEN_trs-pure-ghee_1kg;ALT_trs-pure-ghee_1kg,trs_pure-ghee.jpg,trs_pure-ghee.jpg,true
roasted-chana-daria,trs,500g,GEN_trs-roasted-chana-daria_500g,GEN_trs-roasted-chana-daria_500g;ALT_trs-roasted-chana-daria_500g,trs_roasted-chana.jpg,trs_roasted-chana.jpg,true
roasted-cumin-powder,trs,100g,GEN_trs-roasted-cumin-powder_100g,GEN_trs-roasted-cumin-powder_100g;ALT_trs-roasted-cumin-powder_100g,trs_roasted-cumin.jpg,trs_roasted-cumin.jpg,true
roasted-peanuts,trs,500g,GEN_trs-roasted-peanuts_500g,GEN_trs-roasted-peanuts_500g;ALT_trs-roasted-peanuts_500g,trs_roasted-peanuts.jpg,trs_roasted-peanuts.jpg,true
rose-water,trs,190ml,GEN_trs-rose-water_190ml,GEN_trs-rose-water_190ml;ALT_trs-rose-water_190ml,trs-rose-water.jpg,trs-rose-water.jpg,true
tamarind-block,trs,400g,GEN_trs-tamarind-block_400g,GEN_trs-tamarind-block_400g;ALT_trs-tamarind-block_400g,trs-tamarind-block.jpg,trs-tamarind-block.jpg,true
toor-dal-dry,trs,1kg,GEN_trs-toor-dal-dry_1kg,GEN_trs-toor-dal-dry_1kg;ALT_trs-toor-dal-dry_1kg,trs_toor-dal.jpg,trs_toor-dal.jpg,true
toor-dal-oily,trs,1kg,GEN_trs-toor-dal-oily_1kg,GEN_trs-toor-dal-oily_1kg;ALT_trs-toor-dal-oily_1kg,trs_toor-dal.jpg,trs_toor-dal.jpg,true
toor-dal-oily,trs,2kg,GEN_trs-toor-dal-oily_2kg,GEN_trs-toor-dal-oily_2kg;ALT_trs-toor-dal-oily_2kg,trs_toor-dal.jpg,trs_toor-dal.jpg,true
urad-dal-black-whole,trs,1kg,GEN_trs-urad-dal-black-whole_1kg,GEN_trs-urad-dal-black-whole_1kg;ALT_trs-urad-dal-black-whole_1kg,trs-urad-dal-black-whole.png,trs-urad-dal-black-whole.png,true
filter-coffee,udhayam,200g,GEN_udhayam-filter-coffee_200g,GEN_udhayam-filter-coffee_200g;ALT_udhayam-filter-coffee_200g,udhayam_filter-coffee.jpg,udhayam_filter-coffee.jpg,true
filter-coffee,udhayam,500g,GEN_udhayam-filter-coffee_500g,GEN_udhayam-filter-coffee_500g;ALT_udhayam-filter-coffee_500g,udhayam_filter-coffee.jpg,udhayam_filter-coffee.jpg,true
masala-chai,wagh-bakri,250g,GEN_wagh-bakri-masala-chai_250g,GEN_wagh-bakri-masala-chai_250g;ALT_wagh-bakri-masala-chai_250g,wagh-bakri_masala-chai.jpg,wagh-bakri_masala-chai.jpg,true
premium-tea,wagh-bakri,500g,GEN_wagh-bakri-premium-tea_500g,GEN_wagh-bakri-premium-tea_500g;ALT_wagh-bakri-premium-tea_500g,wagh-bakri-premium-tea.jpg,wagh-bakri-premium-tea.jpg,true
premium-tea,wagh-bakri,1kg,GEN_wagh-bakri-premium-tea_1kg,GEN_wagh-bakri-premium-tea_1kg;ALT_wagh-bakri-premium-tea_1kg,wagh-bakri-premium-tea.jpg,wagh-bakri-premium-tea.jpg,true
indian-onion,fresh_veg,1kg,GEN_indian-onion_1kg,GEN_indian-onion_1kg;ALT_indian-onion_1kg,indian-onion.png,indian-onion.png,true
mud-potato,fresh_veg,2kg,GEN_mud-potato_2kg,GEN_mud-potato_2kg;ALT_mud-potato_2kg,mud-potato.png,mud-potato.png,true
ginger,fresh_veg,250g,GEN_ginger_250g,GEN_ginger_250g;ALT_ginger_250g,ginger.png,ginger.png,true
garlic,fresh_veg,250g,GEN_garlic_250g,GEN_garlic_250g;ALT_garlic_250g,garlic.png,garlic.png,true
okra-bhindi,fresh_veg,500g,GEN_okra_500g,GEN_okra_500g;ALT_okra_500g,okra.png,okra.png,true
green-chillies,fresh_veg,200g,GEN_green-chillies_200g,GEN_green-chillies_200g;ALT_green-chillies_200g,green-chillies.png,green-chillies.png,true
bottle-gourd-dudhi,fresh_veg,1piece,GEN_bottle-gourd_1pc,GEN_bottle-gourd_1pc;ALT_bottle-gourd_1pc,bottle-gourd.png,bottle-gourd.png,true
bitter-gourd-karela,fresh_veg,500g,GEN_bitter-gourd_500g,GEN_bitter-gourd_500g;ALT_bitter-gourd_500g,bitter-gourd.png,bitter-gourd.png,true
drumsticks,fresh_veg,250g,GEN_drumsticks_250g,GEN_drumsticks_250g;ALT_drumsticks_250g,drumsticks.png,drumsticks.png,true
tindora,fresh_veg,500g,GEN_tindora_500g,GEN_tindora_500g;ALT_tindora_500g,tindora.png,tindora.png,true
curry-leaves-fresh-veg,fresh_veg,50g,GEN_curry-leaves_50g,GEN_curry-leaves_50g;ALT_curry-leaves_50g,curry-leaves.png,curry-leaves.png,true
vine-tomato,fresh_veg,500g,GEN_vine-tomato_500g,GEN_vine-tomato_500g;ALT_vine-tomato_500g,vine-tomato.png,vine-tomato.png,true
green-lime,fresh_veg,4pack,GEN_green-lime_4pc,GEN_green-lime_4pc;ALT_green-lime_4pc,green-lime.png,green-lime.png,true
coconut,fresh_veg,1piece,GEN_coconut_1pc,GEN_coconut_1pc;ALT_coconut_1pc,coconut.png,coconut.png,true
green-plantains,fresh_veg,1piece,GEN_green-plantains_1pc,GEN_green-plantains_1pc;ALT_green-plantains_1pc,green-plantains.png,green-plantains.png,true
cassava-mogo,fresh_veg,1kg,GEN_cassava_1kg,GEN_cassava_1kg;ALT_cassava_1kg,cassava.png,cassava.png,true
arbi-taro-root,fresh_veg,500g,GEN_arbi_500g,GEN_arbi_500g;ALT_arbi_500g,arbi.png,arbi.png,true
