product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw
4567657644104,natco-tandoori-masala-400g,4567657644104,400g,400,g,/uploads/natco_tandoori-masala-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S9660
4567658135624,natco-mixed-masala-whole-300g,4567658135624,300g,300,g,/uploads/natco_mixed-masala-whole-300g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S8360
4567658168392,natco-kasuri-methi-leaves-100g,4567658168392,100g,100,g,/uploads/natco_kasuri-methi-leaves-100g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S8274
4567658627144,natco-garam-masala-400g,4567658627144,400g,400,g,/uploads/natco_garam-masala-400g.jpg,A,,,See product packaging for full ingredients list,,India,Default,S7260
4567659905096,natco-vermice-taposdini-fedelini-500g,4567659905096,500g,500,g,/uploads/natco_vermice-taposdini-fedelini-500g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R9380
4567660134472,natco-black-chia-seeds-250g,4567660134472,250g,250,g,/uploads/natco_black-chia-seeds-250g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R8480
4567660167240,natco-peanut-gachak-peanut-brittle-400g,4567660167240,400g,400,g,/uploads/natco_peanut-gachak-peanut-brittle-400g.jpg,A,,tree-nuts;peanuts,See product packaging for full ingredients list,,India,Default,R8416
4567660298312,natco-sugar-candy-375g,4567660298312,375g,375,g,/uploads/natco_sugar-candy-375g.jpg,A,,,See product packaging for full ingredients list,,India,Default,R7560
4567660396616,natco-soya-mince-300g,4567660396616,300g,300,g,/uploads/natco_soya-mince-300g.jpg,A,,soya,See product packaging for full ingredients list,,India,Default,R7450
4567660527688,natco-soya-chunks-700g,GEN_4567660527688_700g,700g,700,g,/uploads/natco_soya-chunks-700g.jpg,A,,soya,See product packaging for full ingredients list,,India,Default,R7360
4567660527688,natco-soya-chunks-350g,GEN_4567660527688_350g,350g,350,g,/uploads/natco_soya-chunks-350g.jpg,A,,soya,See product packaging for full ingredients list,,India,Default,R7380
