product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw
methi-seeds-jar,natco-methi-seeds-jar-100g,GEN_methi-seeds-jar_100g,100g,100,g,/uploads/natco_methi-seeds-jar.jpg,B,,,Methi Seeds Jar 100g,,India,Default,T7352
moth-beans,natco-moth-beans-2kg,GEN_moth-beans_2kg,2kg,2,kg,/uploads/natco_moth-beans.png,B,,,Moth Beans 2kg,,India,Default,L5150
moth-beans,natco-moth-beans-500g,GEN_moth-beans_500g,500g,500,g,/uploads/natco_moth-beans.png,B,,,Moth Beans 500g,,India,Default,L5160
mustard-seeds,natco-mustard-seeds-400g,GEN_mustard-seeds_400g,400g,400,g,/uploads/natco_mustard-seeds-black-jar.jpg,B,,mustard,Mustard Seeds 400g,,India,Default,S8460
mustard-seeds-black-jar,natco-mustard-seeds-black-jar-100g,GEN_mustard-seeds-black-jar_100g,100g,100,g,/uploads/natco_mustard-seeds-black-jar.jpg,B,,mustard,Mustard Seeds Black Jar 100g,,India,Default,T7652
nigella-seeds,natco-kalwanji-nigella-seeds-300g,GEN_nigella-seeds_300g,300g,300,g,/uploads/natco_nigella-seeds-jar.jpg,B,,,Kalwanji (Nigella) Seeds 300g,,India,Default,S7750
nigella-seeds-jar,natco-kalwanji-nigella-seeds-jar-100g,GEN_nigella-seeds-jar_100g,100g,100,g,/uploads/natco_nigella-seeds-jar.jpg,B,,,Kalwanji (Nigella) Seeds Jar 100g,,India,Default,T6752
nutmeg-ground,natco-nutmeg-ground-50g,GEN_nutmeg-ground_50g,50g,50,g,/uploads/natco_nutmeg-ground-jar.jpg,B,,tree-nuts,Nutmeg Ground 50g,,India,Default,S7900
nutmeg-ground-jar,natco-nutmeg-ground-jar-100g,GEN_nutmeg-ground-jar_100g,100g,100,g,/uploads/natco_nutmeg-ground-jar.jpg,B,,tree-nuts,Nutmeg Ground Jar 100g,,India,Default,T7807
nutmeg-whole-jar,natco-nutmeg-whole-jar-100g,GEN_nutmeg-whole-jar_100g,100g,100,g,/uploads/natco_nutmeg-whole-jar.jpg,B,,tree-nuts,Nutmeg Whole Jar 100g,,India,Default,T7707
panchpuran-whole-spice,natco-panchpuran-5-whole-spice-1kg,GEN_panchpuran-whole-spice_1kg,1kg,1,kg,/uploads/natco_panchpuran-whole-spice.jpg,B,,,Panchpuran (5 Whole Spice) 1kg,,India,Default,S8650
paprika-powder,natco-paprika-powder-400g,GEN_paprika-powder_400g,400g,400,g,/uploads/natco_paprika-powder-jar.jpg,B,,,Paprika Powder 400g,,India,Default,S8770
paprika-powder-jar,natco-paprika-powder-jar-100g,GEN_paprika-powder-jar_100g,100g,100,g,/uploads/natco_paprika-powder-jar.jpg,B,,,Paprika Powder Jar 100g,,India,Default,T8252
saffron,natco-saffron-1g,GEN_saffron_1g,1g,1,g,/uploads/natco_saffron.png,B,,,Saffron 1g,,India,Default,S9555
takmuria,natco-takmuria-basil-seeds-100g,GEN_takmuria_100g,100g,100,g,/uploads/natco_ajwan-seeds-jar-100g.jpg,B,,,Takmuria (Basil Seeds) 100g,,India,Default,R8300
tamarind-paste-jar,natco-tamarind-paste-jar-250g,GEN_tamarind-paste-jar_250g,250g,250,g,/uploads/natco_tamarind-paste-jar.jpg,B,,,Tamarind Paste Jar 250g,,India,Default,T9151
tamarindslab,natco-tamarind-slab-200g,GEN_tamarindslab_200g,200g,200,g,/uploads/natco_tamarindslab.png,B,,,Tamarind Slab 200g,,India,Default,R8160
tamarindwet,natco-tamarind-wet-400g,GEN_tamarindwet_400g,400g,400,g,/uploads/natco_tamarind-amp-date-sauce-340g.jpg,B,,,Tamarind Wet 400g,,India,Default,R8200
toor-dal-oily1,natco-toor-dal-oily-2kg,GEN_toor-dal-oily1_2kg,2kg,2,kg,/uploads/natco_toor-dal-oily1.png,B,,,Toor Dal Oily 2kg,,India,Default,L6560
toor-dal-oily1,natco-toor-dal-oily-1kg,GEN_toor-dal-oily1_1kg,1kg,1,kg,/uploads/natco_toor-dal-oily.jpg,B,,,Toor Dal Oily 1kg,,India,Default,L6555
toor-dal-plain,natco-toor-dal-plain-2kg,GEN_toor-dal-plain_2kg,2kg,2,kg,/uploads/natco_toor-dal-plain.jpg,B,,,Toor Dal Plain 2kg,,India,Default,L6650
toor-dal-plain,natco-toor-dal-plain-500g,GEN_toor-dal-plain_500g,500g,500,g,/uploads/natco_toor-dal-plain.jpg,B,,,Toor Dal Plain 500g,,India,Default,L6660
turmeric-powder,natco-turmeric-powder-400g,GEN_turmeric-powder_400g,400g,400,g,/uploads/natco_turmeric-powder-jar.jpg,B,,,Turmeric Powder 400g,,India,Default,S9870
turmeric-powder-jar,natco-turmeric-powder-jar-100g,GEN_turmeric-powder-jar_100g,100g,100,g,/uploads/natco_turmeric-powder-jar.jpg,B,,,Turmeric Powder Jar 100g,,India,Default,T9807
urid-dal-white,natco-urid-dal-white-2kg,GEN_urid-dal-white_2kg,2kg,2,kg,/uploads/natco_urid-dal-white.jpg,B,,,Urid Dal White 2kg,,India,Default,L7560
urid-dal-white,natco-urid-dal-white-1kg,GEN_urid-dal-white_1kg,1kg,1,kg,/uploads/natco_urid-dal-white.jpg,B,,,Urid Dal White 1kg,,India,Default,L7568
uridbeans,natco-urid-beans-2kg,GEN_uridbeans_2kg,2kg,2,kg,/uploads/natco_urid-beans-case.jpg,B,,,Urid Beans 2kg,,India,Default,L7160
uridbeans,natco-urid-beans-1kg,GEN_uridbeans_1kg,1kg,1,kg,/uploads/natco_urid-beans-case.jpg,B,,,Urid Beans 1kg,,India,Default,L7158
uridsplit1,natco-urid-split-2kg,GEN_uridsplit1_2kg,2kg,2,kg,/uploads/natco_uridsplit.jpg,B,,,Urid Split 2kg,,India,Default,L7350
uridsplit1,natco-urid-split-500g,GEN_uridsplit1_500g,500g,500,g,/uploads/natco_uridsplit.jpg,B,,,Urid Split 500g,,India,Default,L7360
white-pepper-ground,natco-white-pepper-ground-100g,GEN_white-pepper-ground_100g,100g,100,g,/uploads/natco_white-pepper-ground-jar.jpg,B,,,White Pepper Ground 100g,,India,Default,S9470
white-pepper-ground-jar,natco-white-pepper-ground-jar-100g,GEN_white-pepper-ground-jar_100g,100g,100,g,/uploads/natco_white-pepper-ground-jar.jpg,B,,,White Pepper Ground Jar 100g,,India,Default,T8607
yellow-mustard-seeds,natco-yellow-mustard-seeds-300g,GEN_yellow-mustard-seeds_300g,300g,300,g,/uploads/natco_yellow-mustard-seeds.jpg,B,,mustard,Yellow Mustard Seeds 300g,,India,Default,S8410
yellow-split-peas1,natco-yellow-split-peas-2kg,GEN_yellow-split-peas1_2kg,2kg,2,kg,/uploads/natco_yellow-split-peas-case.jpg,B,,,Yellow Split Peas 2kg,,India,Default,L9350
yellow-split-peas1,natco-yellow-split-peas-1kg,GEN_yellow-split-peas1_1kg,1kg,1,kg,/uploads/natco_yellow-split-peas-case.jpg,B,,,Yellow Split Peas 1kg,,India,Default,L9348
national-mango-pickle,national-mango-pickle-500g,GEN_national-mango-pickle_500g,,500,g,/uploads/national_mango-pickle.jpg,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,national-mango-pickle-500g
national-mixed-pickle,national-mixed-pickle-300g,GEN_national-mixed-pickle_300g,,300,g,/uploads/national_mixed-pickle.jpg,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,national-mixed-pickle-300g
nescafe-classic,nescafe-classic-200g,GEN_nescafe-classic_200g,,200,g,/uploads/nescafe_classic.jpg,,,,Store in a cool dry place,India,200,nescafe-classic-200g,
parachute-coconut-oil,parachute-coconut-oil-500ml,GEN_parachute-coconut-oil_500ml,,500,ml,/images/products/parachute-coconut-oil.jpg,,,,Store in a cool dry place,India,500,parachute-coconut-oil-500ml,
parle-bourbon,parle-parle-bourbon-200g,GEN_parle-bourbon_200g,200g,200,g,/images/products/parle-bourbon.jpg,B,,,See product packaging for full ingredients list,,India,200g,Parle-parle-bourbon-v0
parle-g-glucose-biscuits,parle-parle-g-glucose-biscuits-400g,GEN_parle-g-glucose-biscuits_400g,400g,400,g,/images/products/parle-g-glucose-biscuits.png,B,,,See product packaging for full ingredients list,,India,400g,Parle-parle-g-glucose-biscuits-v0
parle-g-glucose-biscuits,parle-parle-g-glucose-biscuits-1kg,GEN_parle-g-glucose-biscuits_1kg,1kg,1,kg,/images/products/parle-g-glucose-biscuits.png,B,,,See product packaging,,India,1kg,MVC-parle-g-glucose-biscuits-1kg-v0
parle-mango-bite-40-piece-bag,parle-parle-mango-bite-40-piece-bag,GEN_parle-mango-bite-40-piece-bag_0,40-Piece Bag,,,/uploads/parle-mango-bite.jpg,B,,,See product packaging for full ingredients list,,India,40-Piece Bag,Parle-parle-mango-bite-v0
parle-melody-40-piece-bag,parle-parle-melody-40-piece-bag,GEN_parle-melody-40-piece-bag_0,40-Piece Bag,,,,B,,,See product packaging for full ingredients list,,India,40-Piece Bag,Parle-parle-melody-v0
parle-monaco-salted-crackers,parle-parle-monaco-salted-crackers-200g,GEN_parle-monaco-salted-crackers_200g,200g,200,g,/uploads/parle-monaco-salted-crackers.jpg,B,,,See product packaging for full ingredients list,,India,200g,Parle-parle-monaco-salted-crackers-v0
pataks-lime-pickle,pataks-pataks-lime-pickle-283g,GEN_pataks-lime-pickle_283g,283g,283,g,/images/products/pataks-lime-pickle.jpg,B,,,See product packaging for full ingredients list,,India,283g,Patak's-pataks-lime-pickle-v0
pataks-mango-chutney,pataks-pataks-mango-chutney-340g,GEN_pataks-mango-chutney_340g,340g,340,g,/images/products/pataks-mango-chutney.jpg,B,,,See product packaging for full ingredients list,,India,340g,Patak's-pataks-mango-chutney-v0
pataks-mixed-pickle,pataks-pataks-mixed-pickle-283g,GEN_pataks-mixed-pickle_283g,283g,283,g,/images/products/pataks-mixed-pickle.jpg,B,,,See product packaging for full ingredients list,,India,283g,Patak's-pataks-mixed-pickle-v0
pataks-tikka-masala-paste,pataks-pataks-tikka-masala-paste-290g,GEN_pataks-tikka-masala-paste_290g,290g,290,g,/images/products/pataks-tikka-masala-paste.jpg,B,,,See product packaging for full ingredients list,,India,290g,Patak's-pataks-tikka-masala-paste-v0
pillsbury-chakki-fresh-atta,pillsbury-pillsbury-chakki-fresh-atta-5kg,GEN_pillsbury-chakki-fresh-atta_5kg,5kg,5,kg,/images/products/pillsbury-chakki-fresh-atta.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Pillsbury-pillsbury-chakki-fresh-atta-v0
pillsbury-chakki-fresh-atta,pillsbury-pillsbury-chakki-fresh-atta-10kg,GEN_pillsbury-chakki-fresh-atta_10kg,10kg,10,kg,/images/products/pillsbury-chakki-fresh-atta.jpg,B,,,See product packaging,,India,10kg,MVC-pillsbury-chakki-fresh-atta-10kg-v0
priya-avakaya-mango-pickle,priya-avakaya-mango-500g,GEN_priya-avakaya-mango-pickle_500g,,500,g,/images/products/priya-avakaya-mango-pickle.png,A,,mustard,Contains mustard,Store in a cool dry place,India,Default,priya-avakaya-mango-pickle-500g
priya-garlic-pickle,priya-garlic-pickle-300g,GEN_priya-garlic-pickle_300g,,300,g,/images/products/priya-garlic-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-garlic-pickle-300g
priya-gongura-mutton-pickle,priya-gongura-mutton-300g,GEN_priya-gongura-mutton-pickle_300g,,300,g,/uploads/priya_gongura-mutton.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-gongura-mutton-pickle-300g
priya-gongura-pickle,priya-gongura-pickle-300g,GEN_priya-gongura-pickle_300g,,300,g,/images/products/priya-gongura-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-gongura-pickle-300g
priya-lemon-pickle,priya-lemon-pickle-500g,GEN_priya-lemon-pickle_500g,,500,g,/uploads/priya_lemon-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-lemon-pickle-500g
priya-tomato-pickle,priya-tomato-pickle-300g,GEN_priya-tomato-pickle_300g,,300,g,/images/products/priya-tomato-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-tomato-pickle-300g
rasna-mango-concentrate,rasna-mango-750ml,GEN_rasna-mango-concentrate_750ml,,750,ml,/uploads/rasna_mango-concentrate.jpg,,,,Store in a cool dry place,India,750,rasna-mango-concentrate-750ml,
shan-achar-gosht-masala,shan-achar-gosht-50g,GEN_shan-achar-gosht-masala_50g,,50,g,/images/products/shan-achar-gosht-masala.png,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,shan-achar-gosht-masala-50g
shan-bombay-biryani-mix,shan-shan-bombay-biryani-mix-60g,GEN_shan-bombay-biryani-mix_60g,60g,60,g,/images/products/shan-bombay-biryani-mix.png,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-bombay-biryani-mix-v0
shan-haleem-mix,shan-shan-haleem-mix-300g,GEN_shan-haleem-mix_300g,300g,300,g,/images/products/shan-haleem-mix.png,B,,,See product packaging for full ingredients list,,India,300g,Shan-shan-haleem-mix-v0
shan-pilau-rice-mix,shan-pilau-rice-50g,GEN_shan-pilau-rice-mix_50g,,50,g,/images/products/shan-pilau-rice-mix.png,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,shan-pilau-rice-mix-50g
shan-sindhi-biryani-mix,shan-shan-sindhi-biryani-mix-65g,GEN_shan-sindhi-biryani-mix_65g,65g,65,g,/images/products/shan-sindhi-biryani-mix.png,B,,,See product packaging for full ingredients list,,India,65g,Shan-shan-sindhi-biryani-mix-v0
shan-special-beef-biryani-mix,shan-shan-special-beef-biryani-mix-60g,GEN_shan-special-beef-biryani-mix_60g,60g,60,g,/images/products/shan-special-beef-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-beef-biryani-mix-v0
shan-special-chicken-biryani-mix,shan-shan-special-chicken-biryani-mix-60g,GEN_shan-special-chicken-biryani-mix_60g,60g,60,g,/images/products/shan-special-chicken-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-chicken-biryani-mix-v0
shan-special-mutton-biryani-mix,shan-shan-special-mutton-biryani-mix-60g,GEN_shan-special-mutton-biryani-mix_60g,60g,60,g,/images/products/shan-special-mutton-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-mutton-biryani-mix-v0
tata-gold-tea,tata-gold-tea-500g,GEN_tata-gold-tea_500g,500g,500,g,/uploads/tata-gold_tea.jpg,,,,Store in a cool dry place,India,500,tata-gold-tea-500g,
tata-gold-tea,tata-gold-tea-1kg,GEN_tata-gold-tea_1kg,1kg,1,kg,/uploads/tata-gold_tea.jpg,,,,Store in a cool dry place,India,1,tata-gold-tea-1kg,
tilda-pure-basmati,tilda-tilda-pure-basmati-2kg,GEN_tilda-pure-basmati_2kg,2kg,2,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging for full ingredients list,,India,2kg,Tilda-tilda-pure-basmati-v0
tilda-pure-basmati,tilda-tilda-pure-basmati-5kg,GEN_tilda-pure-basmati_5kg,5kg,5,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging,,India,5kg,MVC-tilda-pure-basmati-5kg-v0
tilda-pure-basmati,tilda-tilda-pure-basmati-10kg,GEN_tilda-pure-basmati_10kg,10kg,10,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging,,India,10kg,MVC-tilda-pure-basmati-10kg-v0
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-100g,GEN_trs-coarse-black-pepper_100g,100g,100,g,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,100g,trs-coarse-black-pepper-v0
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-1kg,GEN_trs-coarse-black-pepper_1kg,1kg,1,kg,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,1kg,trs-coarse-black-pepper-v1
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-400g,GEN_trs-coarse-black-pepper_400g,400g,400,g,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,400g,trs-coarse-black-pepper-v2
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-15kg,GEN_trs-coarse-cornmeal_1.5kg,1.5kg,1.5,kg,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,1.5kg,trs-coarse-cornmeal-v0
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-500g,GEN_trs-coarse-cornmeal_500g,500g,500,g,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,500g,trs-coarse-cornmeal-v1
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-5kg,GEN_trs-coarse-cornmeal_5kg,5kg,5,kg,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,5kg,trs-coarse-cornmeal-v2
trs-coarse-semolina,trs-trs-coarse-semolina-15kg,GEN_trs-coarse-semolina_1.5kg,1.5kg,1.5,kg,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,1.5kg,trs-coarse-semolina-v0
trs-coarse-semolina,trs-trs-coarse-semolina-500g,GEN_trs-coarse-semolina_500g,500g,500,g,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,500g,trs-coarse-semolina-v1
trs-coarse-semolina,trs-trs-coarse-semolina-5kg,GEN_trs-coarse-semolina_5kg,5kg,5,kg,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,5kg,trs-coarse-semolina-v2
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-100g,GEN_trs-coriander-powder-dhania_100g,100g,100,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,100g,trs-coriander-powder-dhania-v0
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-1kg,GEN_trs-coriander-powder-dhania_1kg,1kg,1,kg,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,1kg,trs-coriander-powder-dhania-v1
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-200g,GEN_trs-coriander-powder-dhania_200g,200g,200,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,200g,trs-coriander-powder-dhania-v2
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-400g,GEN_trs-coriander-powder-dhania_400g,400g,400,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,400g,trs-coriander-powder-dhania-v3
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-5kg,GEN_trs-coriander-powder-dhania_5kg,5kg,5,kg,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,5kg,trs-coriander-powder-dhania-v4
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-100g,GEN_trs-coriander-seeds-whole-dhania_100g,100g,100,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,100g,trs-coriander-seeds-whole-dhania-v0
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-250g,GEN_trs-coriander-seeds-whole-dhania_250g,250g,250,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,250g,trs-coriander-seeds-whole-dhania-v1
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-3kg,GEN_trs-coriander-seeds-whole-dhania_3kg,3kg,3,kg,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,3kg,trs-coriander-seeds-whole-dhania-v2
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-750g,GEN_trs-coriander-seeds-whole-dhania_750g,750g,750,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,750g,trs-coriander-seeds-whole-dhania-v3
trs-crushed-chilli,trs-trs-crushed-chilli-100g,GEN_trs-crushed-chilli_100g,100g,100,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,100g,trs-crushed-chilli-v0
trs-crushed-chilli,trs-trs-crushed-chilli-250g,GEN_trs-crushed-chilli_250g,250g,250,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,250g,trs-crushed-chilli-v1
trs-crushed-chilli,trs-trs-crushed-chilli-3kg,GEN_trs-crushed-chilli_3kg,3kg,3,kg,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,3kg,trs-crushed-chilli-v2
trs-crushed-chilli,trs-trs-crushed-chilli-750g,GEN_trs-crushed-chilli_750g,750g,750,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,750g,trs-crushed-chilli-v3
trs-cumin-powder,trs-trs-cumin-powder-100g,GEN_trs-cumin-powder_100g,100g,100,g,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,100g,trs-cumin-powder-v0
trs-cumin-powder,trs-trs-cumin-powder-400g,GEN_trs-cumin-powder_400g,400g,400,g,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,400g,trs-cumin-powder-v1
trs-cumin-powder,trs-trs-cumin-powder-1kg,GEN_trs-cumin-powder_1kg,1kg,1,kg,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,1Kg,trs-cumin-powder-v2
trs-cumin-powder,trs-trs-cumin-powder-5kg,GEN_trs-cumin-powder_5kg,5kg,5,kg,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,5Kg,trs-cumin-powder-v3
trs-cumin-seeds,trs-trs-cumin-seeds-100g,GEN_trs-cumin-seeds_100g,100g,100,g,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,100g,trs-cumin-seeds-v0
trs-cumin-seeds,trs-trs-cumin-seeds-1kg,GEN_trs-cumin-seeds_1kg,1kg,1,kg,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,1kg,trs-cumin-seeds-v1
trs-cumin-seeds,trs-trs-cumin-seeds-400g,GEN_trs-cumin-seeds_400g,400g,400,g,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,400g,trs-cumin-seeds-v2
trs-cumin-seeds,trs-trs-cumin-seeds-4kg,GEN_trs-cumin-seeds_4kg,4kg,4,kg,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,4kg,trs-cumin-seeds-v3
trs-fennel-seeds,trs-trs-fennel-seeds-100g,GEN_trs-fennel-seeds_100g,100g,100,g,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,100g,trs-fennel-seeds-v0
trs-fennel-seeds,trs-trs-fennel-seeds-1kg,GEN_trs-fennel-seeds_1kg,1kg,1,kg,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,1kg,trs-fennel-seeds-v1
trs-fennel-seeds,trs-trs-fennel-seeds-400g,GEN_trs-fennel-seeds_400g,400g,400,g,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,400g,trs-fennel-seeds-v2
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-100g,GEN_trs-fenugreek-leaves_100g,100g,100,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,100g,trs-fenugreek-leaves-v0
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-1kg,GEN_trs-fenugreek-leaves_1kg,1kg,1,kg,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,1kg,trs-fenugreek-leaves-v1
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-300g,GEN_trs-fenugreek-leaves_300g,300g,300,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,300g,trs-fenugreek-leaves-v2
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-50g,GEN_trs-fenugreek-leaves_50g,50g,50,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,50g,trs-fenugreek-leaves-v3
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-50g,GEN_trs-fenugreek-seeds_50g,50g,50,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,50g,trs-fenugreek-seeds-v0
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-100g,GEN_trs-fenugreek-seeds_100g,100g,100,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,100g,trs-fenugreek-seeds-v1
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-300g,GEN_trs-fenugreek-seeds_300g,300g,300,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,300g,trs-fenugreek-seeds-v2
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-1kg,GEN_trs-fenugreek-seeds_1kg,1kg,1,kg,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,1Kg,trs-fenugreek-seeds-v3
trs-fine-desiccated-coconut,trs-trs-fine-desiccated-coconut-300g,GEN_trs-fine-desiccated-coconut_300g,300g,300,g,/uploads/trs_fine-desiccated-coconut.png,B,,tree-nuts,TRS Fine Desiccated Coconut,,India,300g,trs-fine-desiccated-coconut-v0
trs-fine-desiccated-coconut,trs-trs-fine-desiccated-coconut-1kg,GEN_trs-fine-desiccated-coconut_1kg,1kg,1,kg,/uploads/trs_fine-desiccated-coconut.png,B,,tree-nuts,TRS Fine Desiccated Coconut,,India,1kg,trs-fine-desiccated-coconut-v1
trs-fine-semolina,trs-trs-fine-semolina-15kg,GEN_trs-fine-semolina_1.5kg,1.5kg,1.5,kg,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,1.5kg,trs-fine-semolina-v0
trs-fine-semolina,trs-trs-fine-semolina-500g,GEN_trs-fine-semolina_500g,500g,500,g,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,500g,trs-fine-semolina-v1
trs-fine-semolina,trs-trs-fine-semolina-5kg,GEN_trs-fine-semolina_5kg,5kg,5,kg,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,5kg,trs-fine-semolina-v2
trs-garam-masala,trs-trs-garam-masala-100g,GEN_trs-garam-masala_100g,100g,100,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,100g,trs-garam-masala-v0
trs-garam-masala,trs-trs-garam-masala-200g,GEN_trs-garam-masala_200g,200g,200,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,200g,trs-garam-masala-v1
trs-garam-masala,trs-trs-garam-masala-400g,GEN_trs-garam-masala_400g,400g,400,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,400g,trs-garam-masala-v2
trs-garam-masala,trs-trs-garam-masala-500g,GEN_trs-garam-masala_500g,500g,500,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,500g,trs-garam-masala-v3
trs-garam-masala,trs-trs-garam-masala-1kg,GEN_trs-garam-masala_1kg,1kg,1,kg,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,1Kg,trs-garam-masala-v4
trs-garam-masala,trs-trs-garam-masala-5kg,GEN_trs-garam-masala_5kg,5kg,5,kg,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,5Kg,trs-garam-masala-v5
trs-garlic-powder,trs-trs-garlic-powder-100g,GEN_trs-garlic-powder_100g,100g,100,g,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,100g,trs-garlic-powder-v0
