product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw,sourcing_depot
pataks-mango-chutney,pataks-pataks-mango-chutney-340g,GEN_pataks-mango-chutney_340g,340g,340,g,/images/products/pataks-mango-chutney.jpg,B,,,See product packaging for full ingredients list,,India,340g,Patak's-pataks-mango-chutney-v0,depot_a
pataks-mixed-pickle,pataks-pataks-mixed-pickle-283g,GEN_pataks-mixed-pickle_283g,283g,283,g,/images/products/pataks-mixed-pickle.jpg,B,,,See product packaging for full ingredients list,,India,283g,Patak's-pataks-mixed-pickle-v0,depot_a
pataks-tikka-masala-paste,pataks-pataks-tikka-masala-paste-290g,GEN_pataks-tikka-masala-paste_290g,290g,290,g,/images/products/pataks-tikka-masala-paste.jpg,B,,,See product packaging for full ingredients list,,India,290g,Patak's-pataks-tikka-masala-paste-v0,depot_a
pillsbury-chakki-fresh-atta,pillsbury-pillsbury-chakki-fresh-atta-5kg,GEN_pillsbury-chakki-fresh-atta_5kg,5kg,5,kg,/images/products/pillsbury-chakki-fresh-atta.jpg,B,,,See product packaging for full ingredients list,,India,5kg,Pillsbury-pillsbury-chakki-fresh-atta-v0,fresh_supplier
pillsbury-chakki-fresh-atta,pillsbury-pillsbury-chakki-fresh-atta-10kg,GEN_pillsbury-chakki-fresh-atta_10kg,10kg,10,kg,/images/products/pillsbury-chakki-fresh-atta.jpg,B,,,See product packaging,,India,10kg,MVC-pillsbury-chakki-fresh-atta-10kg-v0,fresh_supplier
priya-avakaya-mango-pickle,priya-avakaya-mango-500g,GEN_priya-avakaya-mango-pickle_500g,,500,g,/images/products/priya-avakaya-mango-pickle.png,A,,mustard,Contains mustard,Store in a cool dry place,India,Default,priya-avakaya-mango-pickle-500g,depot_c
priya-garlic-pickle,priya-garlic-pickle-300g,GEN_priya-garlic-pickle_300g,,300,g,/images/products/priya-garlic-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-garlic-pickle-300g,depot_c
priya-gongura-pickle,priya-gongura-pickle-300g,GEN_priya-gongura-pickle_300g,,300,g,/images/products/priya-gongura-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-gongura-pickle-300g,depot_c
priya-tomato-pickle,priya-tomato-pickle-300g,GEN_priya-tomato-pickle_300g,,300,g,/images/products/priya-tomato-pickle.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,priya-tomato-pickle-300g,depot_c
shan-achar-gosht-masala,shan-achar-gosht-50g,GEN_shan-achar-gosht-masala_50g,,50,g,/images/products/shan-achar-gosht-masala.png,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,shan-achar-gosht-masala-50g,depot_b
shan-bombay-biryani-mix,shan-shan-bombay-biryani-mix-60g,GEN_shan-bombay-biryani-mix_60g,60g,60,g,/images/products/shan-bombay-biryani-mix.png,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-bombay-biryani-mix-v0,depot_b
shan-haleem-mix,shan-shan-haleem-mix-300g,GEN_shan-haleem-mix_300g,300g,300,g,/images/products/shan-haleem-mix.png,B,,,See product packaging for full ingredients list,,India,300g,Shan-shan-haleem-mix-v0,depot_b
shan-pilau-rice-mix,shan-pilau-rice-50g,GEN_shan-pilau-rice-mix_50g,,50,g,/images/products/shan-pilau-rice-mix.png,A,,,See product packaging,Store in a cool dry place,Pakistan,Default,shan-pilau-rice-mix-50g,depot_b
shan-sindhi-biryani-mix,shan-shan-sindhi-biryani-mix-65g,GEN_shan-sindhi-biryani-mix_65g,65g,65,g,/images/products/shan-sindhi-biryani-mix.png,B,,,See product packaging for full ingredients list,,India,65g,Shan-shan-sindhi-biryani-mix-v0,depot_b
shan-special-beef-biryani-mix,shan-shan-special-beef-biryani-mix-60g,GEN_shan-special-beef-biryani-mix_60g,60g,60,g,/images/products/shan-special-beef-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-beef-biryani-mix-v0,depot_b
shan-special-chicken-biryani-mix,shan-shan-special-chicken-biryani-mix-60g,GEN_shan-special-chicken-biryani-mix_60g,60g,60,g,/images/products/shan-special-chicken-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-chicken-biryani-mix-v0,depot_b
shan-special-mutton-biryani-mix,shan-shan-special-mutton-biryani-mix-60g,GEN_shan-special-mutton-biryani-mix_60g,60g,60,g,/images/products/shan-special-mutton-biryani-mix.jpg,B,,,See product packaging for full ingredients list,,India,60g,Shan-shan-special-mutton-biryani-mix-v0,depot_b
tilda-pure-basmati,tilda-tilda-pure-basmati-2kg,GEN_tilda-pure-basmati_2kg,2kg,2,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging for full ingredients list,,India,2kg,Tilda-tilda-pure-basmati-v0,fresh_supplier
tilda-pure-basmati,tilda-tilda-pure-basmati-5kg,GEN_tilda-pure-basmati_5kg,5kg,5,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging,,India,5kg,MVC-tilda-pure-basmati-5kg-v0,fresh_supplier
tilda-pure-basmati,tilda-tilda-pure-basmati-10kg,GEN_tilda-pure-basmati_10kg,10kg,10,kg,/images/products/tilda-pure-basmati.jpg,B,,,See product packaging,,India,10kg,MVC-tilda-pure-basmati-10kg-v0,fresh_supplier
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-100g,GEN_trs-coarse-black-pepper_100g,100g,100,g,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,100g,trs-coarse-black-pepper-v0,depot_a
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-1kg,GEN_trs-coarse-black-pepper_1kg,1kg,1,kg,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,1kg,trs-coarse-black-pepper-v1,depot_a
trs-coarse-black-pepper,trs-trs-coarse-black-pepper-400g,GEN_trs-coarse-black-pepper_400g,400g,400,g,/uploads/trs_coarse-black-pepper.png,B,,,TRS Coarse Black Pepper,,India,400g,trs-coarse-black-pepper-v2,depot_a
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-15kg,GEN_trs-coarse-cornmeal_1.5kg,1.5kg,1.5,kg,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,1.5kg,trs-coarse-cornmeal-v0,depot_a
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-500g,GEN_trs-coarse-cornmeal_500g,500g,500,g,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,500g,trs-coarse-cornmeal-v1,depot_a
trs-coarse-cornmeal,trs-trs-coarse-cornmeal-5kg,GEN_trs-coarse-cornmeal_5kg,5kg,5,kg,/uploads/trs_coarse-cornmeal.png,B,,,TRS Coarse Cornmeal,,India,5kg,trs-coarse-cornmeal-v2,depot_a
trs-coarse-semolina,trs-trs-coarse-semolina-15kg,GEN_trs-coarse-semolina_1.5kg,1.5kg,1.5,kg,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,1.5kg,trs-coarse-semolina-v0,depot_a
trs-coarse-semolina,trs-trs-coarse-semolina-500g,GEN_trs-coarse-semolina_500g,500g,500,g,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,500g,trs-coarse-semolina-v1,depot_a
trs-coarse-semolina,trs-trs-coarse-semolina-5kg,GEN_trs-coarse-semolina_5kg,5kg,5,kg,/uploads/trs_coarse-semolina.png,B,,gluten,TRS Coarse Semolina,,India,5kg,trs-coarse-semolina-v2,depot_a
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-100g,GEN_trs-coriander-powder-dhania_100g,100g,100,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,100g,trs-coriander-powder-dhania-v0,depot_a
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-1kg,GEN_trs-coriander-powder-dhania_1kg,1kg,1,kg,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,1kg,trs-coriander-powder-dhania-v1,depot_a
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-200g,GEN_trs-coriander-powder-dhania_200g,200g,200,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,200g,trs-coriander-powder-dhania-v2,depot_a
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-400g,GEN_trs-coriander-powder-dhania_400g,400g,400,g,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,400g,trs-coriander-powder-dhania-v3,depot_a
trs-coriander-powder-dhania,trs-trs-coriander-powder-dhania-5kg,GEN_trs-coriander-powder-dhania_5kg,5kg,5,kg,/uploads/trs_coriander-powder-dhania.png,B,,,TRS Coriander Powder (Dhania),,India,5kg,trs-coriander-powder-dhania-v4,depot_a
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-100g,GEN_trs-coriander-seeds-whole-dhania_100g,100g,100,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,100g,trs-coriander-seeds-whole-dhania-v0,depot_a
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-250g,GEN_trs-coriander-seeds-whole-dhania_250g,250g,250,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,250g,trs-coriander-seeds-whole-dhania-v1,depot_a
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-3kg,GEN_trs-coriander-seeds-whole-dhania_3kg,3kg,3,kg,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,3kg,trs-coriander-seeds-whole-dhania-v2,depot_a
trs-coriander-seeds-whole-dhania,trs-trs-coriander-seeds-whole-dhania-750g,GEN_trs-coriander-seeds-whole-dhania_750g,750g,750,g,/uploads/trs_coriander-seeds-whole-dhania.png,B,,,TRS Coriander Seeds (Whole Dhania),,India,750g,trs-coriander-seeds-whole-dhania-v3,depot_a
trs-crushed-chilli,trs-trs-crushed-chilli-100g,GEN_trs-crushed-chilli_100g,100g,100,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,100g,trs-crushed-chilli-v0,depot_a
trs-crushed-chilli,trs-trs-crushed-chilli-250g,GEN_trs-crushed-chilli_250g,250g,250,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,250g,trs-crushed-chilli-v1,depot_a
trs-crushed-chilli,trs-trs-crushed-chilli-3kg,GEN_trs-crushed-chilli_3kg,3kg,3,kg,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,3kg,trs-crushed-chilli-v2,depot_a
trs-crushed-chilli,trs-trs-crushed-chilli-750g,GEN_trs-crushed-chilli_750g,750g,750,g,/uploads/trs_crushed-chilli.png,B,,,TRS Crushed Chilli,,India,750g,trs-crushed-chilli-v3,depot_a
trs-cumin-powder,trs-trs-cumin-powder-100g,GEN_trs-cumin-powder_100g,100g,100,g,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,100g,trs-cumin-powder-v0,depot_a
trs-cumin-powder,trs-trs-cumin-powder-400g,GEN_trs-cumin-powder_400g,400g,400,g,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,400g,trs-cumin-powder-v1,depot_a
trs-cumin-powder,trs-trs-cumin-powder-1kg,GEN_trs-cumin-powder_1kg,1kg,1,kg,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,1Kg,trs-cumin-powder-v2,depot_a
trs-cumin-powder,trs-trs-cumin-powder-5kg,GEN_trs-cumin-powder_5kg,5kg,5,kg,/uploads/trs_cumin-powder.png,B,,,TRS Cumin Powder,,India,5Kg,trs-cumin-powder-v3,depot_a
trs-cumin-seeds,trs-trs-cumin-seeds-100g,GEN_trs-cumin-seeds_100g,100g,100,g,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,100g,trs-cumin-seeds-v0,depot_a
trs-cumin-seeds,trs-trs-cumin-seeds-1kg,GEN_trs-cumin-seeds_1kg,1kg,1,kg,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,1kg,trs-cumin-seeds-v1,depot_a
trs-cumin-seeds,trs-trs-cumin-seeds-400g,GEN_trs-cumin-seeds_400g,400g,400,g,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,400g,trs-cumin-seeds-v2,depot_a
trs-cumin-seeds,trs-trs-cumin-seeds-4kg,GEN_trs-cumin-seeds_4kg,4kg,4,kg,/uploads/trs_cumin-seeds.png,B,,,TRS Cumin Seeds,,India,4kg,trs-cumin-seeds-v3,depot_a
trs-fennel-seeds,trs-trs-fennel-seeds-100g,GEN_trs-fennel-seeds_100g,100g,100,g,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,100g,trs-fennel-seeds-v0,depot_a
trs-fennel-seeds,trs-trs-fennel-seeds-1kg,GEN_trs-fennel-seeds_1kg,1kg,1,kg,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,1kg,trs-fennel-seeds-v1,depot_a
trs-fennel-seeds,trs-trs-fennel-seeds-400g,GEN_trs-fennel-seeds_400g,400g,400,g,/uploads/trs_fennel-seeds.png,B,,,TRS Fennel Seeds,,India,400g,trs-fennel-seeds-v2,depot_a
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-100g,GEN_trs-fenugreek-leaves_100g,100g,100,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,100g,trs-fenugreek-leaves-v0,depot_a
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-1kg,GEN_trs-fenugreek-leaves_1kg,1kg,1,kg,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,1kg,trs-fenugreek-leaves-v1,depot_a
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-300g,GEN_trs-fenugreek-leaves_300g,300g,300,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,300g,trs-fenugreek-leaves-v2,depot_a
trs-fenugreek-leaves,trs-trs-fenugreek-leaves-50g,GEN_trs-fenugreek-leaves_50g,50g,50,g,/uploads/trs_fenugreek-leaves.png,B,,,TRS Fenugreek Leaves,,India,50g,trs-fenugreek-leaves-v3,depot_a
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-50g,GEN_trs-fenugreek-seeds_50g,50g,50,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,50g,trs-fenugreek-seeds-v0,depot_a
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-100g,GEN_trs-fenugreek-seeds_100g,100g,100,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,100g,trs-fenugreek-seeds-v1,depot_a
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-300g,GEN_trs-fenugreek-seeds_300g,300g,300,g,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,300g,trs-fenugreek-seeds-v2,depot_a
trs-fenugreek-seeds,trs-trs-fenugreek-seeds-1kg,GEN_trs-fenugreek-seeds_1kg,1kg,1,kg,/uploads/trs_fenugreek-seeds.png,B,,,TRS Fenugreek Seeds,,India,1Kg,trs-fenugreek-seeds-v3,depot_a
trs-fine-desiccated-coconut,trs-trs-fine-desiccated-coconut-300g,GEN_trs-fine-desiccated-coconut_300g,300g,300,g,/uploads/trs_fine-desiccated-coconut.png,B,,tree-nuts,TRS Fine Desiccated Coconut,,India,300g,trs-fine-desiccated-coconut-v0,depot_a
trs-fine-desiccated-coconut,trs-trs-fine-desiccated-coconut-1kg,GEN_trs-fine-desiccated-coconut_1kg,1kg,1,kg,/uploads/trs_fine-desiccated-coconut.png,B,,tree-nuts,TRS Fine Desiccated Coconut,,India,1kg,trs-fine-desiccated-coconut-v1,depot_a
trs-fine-semolina,trs-trs-fine-semolina-15kg,GEN_trs-fine-semolina_1.5kg,1.5kg,1.5,kg,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,1.5kg,trs-fine-semolina-v0,depot_a
trs-fine-semolina,trs-trs-fine-semolina-500g,GEN_trs-fine-semolina_500g,500g,500,g,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,500g,trs-fine-semolina-v1,depot_a
trs-fine-semolina,trs-trs-fine-semolina-5kg,GEN_trs-fine-semolina_5kg,5kg,5,kg,/uploads/trs_fine-semolina.png,B,,gluten,TRS Fine Semolina,,India,5kg,trs-fine-semolina-v2,depot_a
trs-garam-masala,trs-trs-garam-masala-100g,GEN_trs-garam-masala_100g,100g,100,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,100g,trs-garam-masala-v0,depot_a
trs-garam-masala,trs-trs-garam-masala-200g,GEN_trs-garam-masala_200g,200g,200,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,200g,trs-garam-masala-v1,depot_a
trs-garam-masala,trs-trs-garam-masala-400g,GEN_trs-garam-masala_400g,400g,400,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,400g,trs-garam-masala-v2,depot_a
trs-garam-masala,trs-trs-garam-masala-500g,GEN_trs-garam-masala_500g,500g,500,g,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,500g,trs-garam-masala-v3,depot_a
trs-garam-masala,trs-trs-garam-masala-1kg,GEN_trs-garam-masala_1kg,1kg,1,kg,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,1Kg,trs-garam-masala-v4,depot_a
trs-garam-masala,trs-trs-garam-masala-5kg,GEN_trs-garam-masala_5kg,5kg,5,kg,/uploads/trs_garam-masala.png,B,,,TRS Garam Masala,,India,5Kg,trs-garam-masala-v5,depot_a
trs-garlic-powder,trs-trs-garlic-powder-100g,GEN_trs-garlic-powder_100g,100g,100,g,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,100g,trs-garlic-powder-v0,depot_a
trs-garlic-powder,trs-trs-garlic-powder-1kg,GEN_trs-garlic-powder_1kg,1kg,1,kg,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,1kg,trs-garlic-powder-v1,depot_a
trs-garlic-powder,trs-trs-garlic-powder-400g,GEN_trs-garlic-powder_400g,400g,400,g,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,400g,trs-garlic-powder-v2,depot_a
trs-ginger-paste,trs-trs-ginger-paste-1kg,GEN_trs-ginger-paste_1kg,1kg,1,kg,/uploads/trs_ginger-paste.png,B,,,TRS Ginger Paste,,India,1kg,trs-ginger-paste-v0,depot_a
trs-ginger-powder,trs-trs-ginger-powder-100g,GEN_trs-ginger-powder_100g,100g,100,g,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,100g,trs-ginger-powder-v0,depot_a
trs-ginger-powder,trs-trs-ginger-powder-400g,GEN_trs-ginger-powder_400g,400g,400,g,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,400g,trs-ginger-powder-v1,depot_a
trs-ginger-powder,trs-trs-ginger-powder-1kg,GEN_trs-ginger-powder_1kg,1kg,1,kg,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,1Kg,trs-ginger-powder-v2,depot_a
trs-green-cardamom,trs-trs-green-cardamom-200g,GEN_trs-green-cardamom_200g,200g,200,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,200g,trs-green-cardamom-v0,depot_a
trs-green-cardamom,trs-trs-green-cardamom-50g,GEN_trs-green-cardamom_50g,50g,50,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,50g,trs-green-cardamom-v1,depot_a
trs-green-cardamom,trs-trs-green-cardamom-750g,GEN_trs-green-cardamom_750g,750g,750,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,750g,trs-green-cardamom-v2,depot_a
trs-green-lentils,trs-trs-green-lentils-500g,GEN_trs-green-lentils_500g,500g,500,g,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,500g,trs-green-lentils-v0,depot_a
trs-green-lentils,trs-trs-green-lentils-1kg,GEN_trs-green-lentils_1kg,1kg,1,kg,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,1kg,trs-green-lentils-v1,depot_a
trs-green-lentils,trs-trs-green-lentils-2kg,GEN_trs-green-lentils_2kg,2kg,2,kg,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,2kg,trs-green-lentils-v2,depot_a
trs-ground-rice,trs-trs-ground-rice-15kg,GEN_trs-ground-rice_1.5kg,1.5kg,1.5,kg,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,1.5kg,trs-ground-rice-v0,depot_a
trs-ground-rice,trs-trs-ground-rice-500g,GEN_trs-ground-rice_500g,500g,500,g,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,500g,trs-ground-rice-v1,depot_a
trs-ground-rice,trs-trs-ground-rice-5kg,GEN_trs-ground-rice_5kg,5kg,5,kg,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,5kg,trs-ground-rice-v2,depot_a
trs-hot-madras-curry,trs-trs-hot-madras-curry-100g,GEN_trs-hot-madras-curry_100g,100g,100,g,/uploads/trs_hot-madras-curry.png,B,,,TRS Hot Madras Curry,,India,100g,trs-hot-madras-curry-v0,depot_a
trs-hot-madras-curry,trs-trs-hot-madras-curry-400g,GEN_trs-hot-madras-curry_400g,400g,400,g,/uploads/trs_hot-madras-curry.png,B,,,TRS Hot Madras Curry,,India,400g,trs-hot-madras-curry-v1,depot_a
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-1kg,GEN_trs-mild-madras-curry-powder_1kg,1kg,1,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,1kg,trs-mild-madras-curry-powder-v0,depot_a
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-2kg,GEN_trs-mild-madras-curry-powder_2kg,2kg,2,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,2kg,trs-mild-madras-curry-powder-v1,depot_a
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-400g,GEN_trs-mild-madras-curry-powder_400g,400g,400,g,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,400g,trs-mild-madras-curry-powder-v2,depot_a
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-500g,GEN_trs-mild-madras-curry-powder_500g,500g,500,g,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,500g,trs-mild-madras-curry-powder-v3,depot_a
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-5kg,GEN_trs-mild-madras-curry-powder_5kg,5kg,5,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,5kg,trs-mild-madras-curry-powder-v4,depot_a
trs-moth-beans,trs-trs-moth-beans-500g,GEN_trs-moth-beans_500g,500g,500,g,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,500g,trs-moth-beans-v0,depot_a
trs-moth-beans,trs-trs-moth-beans-1kg,GEN_trs-moth-beans_1kg,1kg,1,kg,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,1kg,trs-moth-beans-v1,depot_a
trs-moth-beans,trs-trs-moth-beans-2kg,GEN_trs-moth-beans_2kg,2kg,2,kg,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,2kg,trs-moth-beans-v2,depot_a
trs-mung-beans,trs-trs-mung-beans-500g,GEN_trs-mung-beans_500g,500g,500,g,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,500g,trs-mung-beans-v0,depot_a
trs-mung-beans,trs-trs-mung-beans-1kg,GEN_trs-mung-beans_1kg,1kg,1,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,1Kg,trs-mung-beans-v1,depot_a
trs-mung-beans,trs-trs-mung-beans-2kg,GEN_trs-mung-beans_2kg,2kg,2,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,2Kg,trs-mung-beans-v2,depot_a
trs-mung-beans,trs-trs-mung-beans-5kg,GEN_trs-mung-beans_5kg,5kg,5,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,5Kg,trs-mung-beans-v3,depot_a
trs-mung-beans,trs-trs-mung-beans,GEN_trs-mung-beans_0,Default,,,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,,trs-mung-beans-v4,depot_a
trs-mung-dal,trs-trs-mung-dal-500g,GEN_trs-mung-dal_500g,500g,500,g,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,500g,trs-mung-dal-v0,depot_a
trs-mung-dal,trs-trs-mung-dal-1kg,GEN_trs-mung-dal_1kg,1kg,1,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,1Kg,trs-mung-dal-v1,depot_a
trs-mung-dal,trs-trs-mung-dal-2kg,GEN_trs-mung-dal_2kg,2kg,2,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,2Kg,trs-mung-dal-v2,depot_a
trs-mung-dal,trs-trs-mung-dal-5kg,GEN_trs-mung-dal_5kg,5kg,5,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,5Kg,trs-mung-dal-v3,depot_a
trs-mung-dal,trs-trs-mung-dal-25kg,GEN_trs-mung-dal_25kg,25kg,25,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,25Kg,trs-mung-dal-v4,depot_a
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-500g,GEN_trs-mung-dal-chilka-split-green-peas_500g,500g,500,g,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,500g,trs-mung-dal-chilka-split-green-peas-v0,depot_a
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-1kg,GEN_trs-mung-dal-chilka-split-green-peas_1kg,1kg,1,kg,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,1kg,trs-mung-dal-chilka-split-green-peas-v1,depot_a
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-2kg,GEN_trs-mung-dal-chilka-split-green-peas_2kg,2kg,2,kg,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,2kg,trs-mung-dal-chilka-split-green-peas-v2,depot_a
trs-paprika-powder,trs-trs-paprika-powder-100g,GEN_trs-paprika-powder_100g,100g,100,g,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,100g,trs-paprika-powder-v0,depot_a
trs-paprika-powder,trs-trs-paprika-powder-1kg,GEN_trs-paprika-powder_1kg,1kg,1,kg,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,1kg,trs-paprika-powder-v1,depot_a
trs-paprika-powder,trs-trs-paprika-powder-400g,GEN_trs-paprika-powder_400g,400g,400,g,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,400g,trs-paprika-powder-v2,depot_a
trs-paprika-powder,trs-trs-paprika-powder-5kg,GEN_trs-paprika-powder_5kg,5kg,5,kg,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,5kg,trs-paprika-powder-v3,depot_a
